学校规模分类,学校ID,学校名称,标准部门编码,标准部门,管理部门(原),一级管理部门编码,一级管理部门,二级管理部门,管理项目,产品体系,产品品类,年级序数,科目,产品品牌,学习阶段,留学阶段,针对人群,项目,班级编号,班级名称,班级状态,开课日期,实际开课日期,实际结课日期,标准人数,当前人数,主教学区,教学区,季度,业务归属年,开课财季,开课财年,所属财年,年,月份,财年,财季,财月,班级归属开始季度(四季),班级归属开始季度(分春上春下),期末预收款总额,结转收入(含税),累计结转收入(含税),结课收入,期末预收款余额,当期实现收入(不含税),当期应交销项税,累计实现收入(不含税),累计应交销项税,本月结转课时,共计课时(分钟),当期完成课时(分钟),当期累计完成课时(分钟),未完成课时(分钟),当月全部结束课次,全部结束课次,系统来源,课程产品名称,班容类型,产品分类,产品分类名称
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,阅读,,,,,,LP1762398986342,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202511,2026,20262,202606,,,,1700,,,,1700,0,,,2,480,120,240,240,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,阅读,,,,,,LP17614646601376,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202511,2026,20262,202606,,,,1588.89,,,,1588.89,0,,,2,1080,120,600,480,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,阅读,,,,,,LP1762398986342,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202511,2026,20262,202606,,,,1700,,,,1700,0,,,2,480,120,240,240,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,,,,,,,LP17578522212552,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,-0.34,,,,-0.34,0,,,0,600,0,600,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,写作,,,,,,LP17614646601376,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1588.89,,,,1588.89,0,,,2,1080,120,960,120,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,写作,,,,,,LP17644012242122,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,3400,,,,3400,0,,,4,480,240,480,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,口语,,,,,,LP17614646601376,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1588.89,,,,1588.89,0,,,2,1080,120,960,120,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,口语,,,,,,LP17654431572551,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,850,,,,850,0,,,1,240,60,180,60,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,听力,,,,,,LP17614646601376,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1588.89,,,,1588.89,0,,,2,1080,120,960,120,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,听力,,,,,,LP17654431572551,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,850,,,,850,0,,,1,240,60,180,60,,,高端,,,10202,1对1课时包
